epoch,train_loss,train_cls_loss,val_mean_acc,val_mean_macro_f1,val_worst_acc,val_worst_macro_f1,val_photo_acc,val_photo_macro_f1,val_art_painting_acc,val_art_painting_macro_f1,val_cartoon_acc,val_cartoon_macro_f1
1,0.49377747886201256,0.49377747886201256,0.8910148811534974,0.8881200308258402,0.8365853658536585,0.8341408896153079,0.9281437125748503,0.9179151673247549,0.8365853658536585,0.8341408896153079,0.908315565031983,0.912304035537458
2,0.22169387034880808,0.22169387034880808,0.938061710060559,0.939292844123119,0.9170731707317074,0.9180660273359138,0.9610778443113772,0.9569505413331081,0.9170731707317074,0.9180660273359138,0.9360341151385928,0.9428619637003353
3,0.15261201777009883,0.15261201777009883,0.9052404629609158,0.8989495663120701,0.8804878048780488,0.8761216596560041,0.9461077844311377,0.9334996629166187,0.8804878048780488,0.8761216596560041,0.8891257995735607,0.8872273763635876
4,0.09810321351401827,0.09810321351401827,0.9429833660465227,0.9411101913846968,0.9121951219512195,0.9077326187200002,0.9700598802395209,0.9644704726054891,0.9121951219512195,0.9077326187200002,0.9466950959488273,0.951127482828601
5,0.09297533116788946,0.09297533116788946,0.9262659973100759,0.9269705096279898,0.9073170731707317,0.9061339197348953,0.9461077844311377,0.9386472259768136,0.9073170731707317,0.9061339197348953,0.9253731343283582,0.9361303831722602
6,0.08000921591734275,0.08000921591734275,0.9312312605015151,0.9345185979428302,0.8829268292682927,0.8875268221699573,0.9640718562874252,0.9636673818220964,0.8829268292682927,0.8875268221699573,0.9466950959488273,0.952361589836437
7,0.08305887890677167,0.08305887890677167,0.9042711705924051,0.9013014489132224,0.8609756097560975,0.8564165065091779,0.937125748502994,0.929770762265935,0.8609756097560975,0.8564165065091779,0.9147121535181236,0.9177170779645544
8,0.06571737517658462,0.06571737517658462,0.9369906813862006,0.9370475614295127,0.9048780487804878,0.9031217308241538,0.9700598802395209,0.9664296759747101,0.9048780487804878,0.9031217308241538,0.9360341151385928,0.941591277489674
9,0.05864082238613031,0.05864082238613031,0.938670166038509,0.9400250267608187,0.9146341463414634,0.9168169297360451,0.9610778443113772,0.9559940919276072,0.9146341463414634,0.9168169297360451,0.9402985074626866,0.9472640586188038
