epoch,train_loss,train_cls_loss,train_perturbed_loss,train_grad_norm,val_mean_acc,val_mean_macro_f1,val_worst_acc,val_worst_macro_f1,val_photo_acc,val_photo_macro_f1,val_art_painting_acc,val_art_painting_macro_f1,val_cartoon_acc,val_cartoon_macro_f1
12,0.143409174731654,0.143409174731654,0.3855871868948651,1.874971177842882,0.9186225396209505,0.9151513844174319,0.8707317073170732,0.8663165039008164,0.9491017964071856,0.9401769224389451,0.8707317073170732,0.8663165039008164,0.9360341151385928,0.9389607269125342
13,0.10477317907871345,0.10477317907871345,0.3202096661950788,1.589096460586939,0.9229748522093573,0.9195005302705064,0.8829268292682927,0.8741976293791092,0.9520958083832335,0.942558641508337,0.8829268292682927,0.8741976293791092,0.9339019189765458,0.941745319924073
14,0.08677445110092816,0.08677445110092816,0.292145753518129,1.4360311133229835,0.9264797047955158,0.924766934748772,0.8853658536585366,0.8843190738885749,0.9431137724550899,0.9326715165821399,0.8853658536585366,0.8843190738885749,0.9509594882729211,0.9573102137756012
15,0.06451643430269681,0.06451643430269681,0.24336374722994292,1.1992945222773104,0.9277115123333862,0.9250824915267177,0.8804878048780488,0.8757548988109567,0.9580838323353293,0.9521934293479429,0.8804878048780488,0.8757548988109567,0.9445628997867804,0.9472991464212533
16,0.04877552211794079,0.04877552211794079,0.21253070668277577,1.0123780731462007,0.9276287925475172,0.9258843869733994,0.8853658536585366,0.8833980931184569,0.9550898203592815,0.9473857178565195,0.8853658536585366,0.8833980931184569,0.9424307036247335,0.9468693499452214
17,0.0392454465230306,0.0392454465230306,0.19428280887440738,0.873055417313535,0.9397848019183433,0.9384889035070202,0.9073170731707317,0.9034732405758754,0.9610778443113772,0.9553740173108286,0.9073170731707317,0.9034732405758754,0.9509594882729211,0.9566194526343565
18,0.03290154995062412,0.03290154995062412,0.18403294555142394,0.7771226279755943,0.9317426408818434,0.9313644898818806,0.8951219512195122,0.8938090576021501,0.9640718562874252,0.9568112727370924,0.8951219512195122,0.8938090576021501,0.9360341151385928,0.943473139306399
19,0.02725353607764611,0.02725353607764611,0.16283318935296473,0.6911834325545874,0.9290893692359418,0.9280333776902854,0.9,0.90101206735907,0.9491017964071856,0.941239079211637,0.9,0.90101206735907,0.9381663113006397,0.9418489865001493
20,0.024357127328204293,0.024357127328204293,0.16734261798043537,0.6746880947015225,0.9234126681371254,0.9191487880997912,0.8731707317073171,0.8683879571762675,0.9461077844311377,0.9358109768997959,0.8731707317073171,0.8683879571762675,0.9509594882729211,0.9532474302233104
21,0.019280311388847154,0.019280311388847154,0.14007659651275373,0.5229637276413094,0.9324826243295821,0.9335151971264267,0.8853658536585366,0.8877694697011823,0.9760479041916168,0.9720738581397068,0.8853658536585366,0.8877694697011823,0.9360341151385928,0.940702263538391
22,0.0181019958267864,0.0181019958267864,0.14640138088128504,0.53855468880417,0.9395267813740661,0.9372246903417668,0.8975609756097561,0.8924102407172702,0.9700598802395209,0.9659353364925282,0.8975609756097561,0.8924102407172702,0.9509594882729211,0.9533284938155019
